id,idn,year,top1share,wages,minwage,sstran,totheal,tmedcv,ud,unioncent,cent,wcoord,epl,cgewap2,pop,plt15,po65,gdpncu,gdppp,govexp,leftseat,smr_adult_male_wbi,smr_adult_female_wbi,smr_under5_wbi,gini_net_v2,lifexp_wbi,smr_trans_who,smr_falls_who,min_wage4,revmin_wage4,wage4_new1,wage4_new2,wage4_new3,min_wage2_new,wcoord1,wcoord2,wcoord3,wcoord4,wcoord5,year1,year2,year3,year4,year5,year6,year7,year8,year9,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19,year20,year21,year22,year23,year24,year25,year26,year27,year28,year29,year30,year31,year32,year33,year34,year35,year36,year37,year38,year39,year40,year41,year42,year43,year44,year45,year46,year47,year48,year49,year50,year51,year52,year53,year54,year55,year56,plt15_pc,po65_pc,smr_adult_wbi,gdppp_cap,log_pop,log_gdppp_cap,log_smr_adult_wbi,log_smr_under5_wbi,log_lifexp_wbi,log_smr_trans_who,log_smr_falls_who,health,wwii,temp,law,pr,idn1,idn2,idn3,idn4,idn5,idn6,idn7,idn8,idn9,idn10,idn11,idn12,idn13,idn14,idn15,idn16,idn17,idn18,idn19,idn20,idn21,idn22,sample_smr,sample_inf,sample_life
1,1,1970,5.9200001,7.3922191,7,3.4586024,1839.0421,85,44.15358,3,,3,.30000001,7.0599999,12507.35,3605.626,1043.748,38473,57503.602,25.052162,47.200001,208.40401,118.68,21.4,,71.018539,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28828058,.083450779,327.08401,4597.585,9.4340715,8.4332867,5.7902169,3.063391,4.2629409,,,.04780085,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1971,5.9200001,8.2835455,7,3.6483359,2186.8,83,45.388657,3,.45154971,3,.30000001,7.9390001,13067.26,3747.2771,1090.373,42481,62571,25.771935,47.200001,197.854,111.436,20.9,,71.068291,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28676841,.083443128,309.29001,4788.3794,9.4778652,8.4739475,5.7342792,3.0397491,4.2636414,,,.051477131,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1972,6.0599999,8.97577,7,4.1233215,2439,86,46.330921,3,,3,.30000001,8.1459999,13303.66,3792.73,1118.306,46351,68150.703,26.740925,47.700001,194.629,109.266,20.200001,,71.457558,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28508922,.084060028,303.89499,5122.7031,9.4957943,8.5414371,5.7166824,3.0056827,4.2691035,,,.052620225,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1973,5.6700001,10.11713,7,4.1463456,2921,87,47.234341,3,.45202062,3,.30000001,7.3390002,13504.54,3812.76,1148.688,54889,77021.203,26.324778,53.599998,192.44501,105.585,19.299999,,71.846832,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28233171,.085059397,298.03,5703.3564,9.5107813,8.6488104,5.6971941,2.9601049,4.2745366,,,.053216491,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1974,5.2199998,12.395221,7,4.9956164,3938.8999,88,48.80024,3,,3,.30000001,8.1309996,13722.57,3824.26,1181.158,65506,84347.5,30.599892,52.700001,196.52699,107.606,18.4,18.435467,72.236099,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27868393,.086074106,304.133,6146.6255,9.5267973,8.7236586,5.7174649,2.9123507,4.2799401,,,.060130369,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1975,5.1300001,14.638585,7,5.7234254,5307,100,50.063988,3,.4577159,3,.30000001,9.6120005,13893,3819.624,1211.568,76417,94626.297,32.697132,50,189.26401,100.657,17.299999,18.409851,72.625366,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27493155,.087207079,289.92102,6811.0771,9.5391407,8.8263054,5.6696086,2.8507063,4.2853141,,,.069447897,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1976,4.9899998,16.719889,7,6.5470295,6102,100,50.233906,3,,3,.30000001,9.7370005,14033.08,3787.095,1252.827,90110,102126.5,32.97958,28.299999,185.174,98.800003,16.200001,21.066519,73.014633,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.26986912,.089276694,283.974,7277.5542,9.5491724,8.8925505,5.6488829,2.7850113,4.2906599,,,.067717232,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1977,4.9200001,18.518747,7,6.9937201,6907,100,49.497536,3,.46496677,3,.30000001,10.3,14192.23,3763.645,1287.583,100303,108144.4,33.759857,28.5,177.922,95.829002,15.3,,73.344391,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.26519051,.090724498,273.75101,7619.9722,9.5604496,8.9385281,5.6122189,2.7278528,4.295166,,,.06886135,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1978,4.8699999,20.153231,7,6.7091613,7619.8999,100,49.676365,3,,3,.30000001,10.381,14359.25,3743.0669,1326.812,111019,120909.6,32.89753,30.6,174.411,93.146004,14.4,25.110756,73.674149,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.26067287,.092401206,267.55701,8420.3281,9.5721493,9.0384045,5.5893326,2.6672282,4.2996521,,,.068636,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1979,4.8299999,21.871059,7,6.4063835,8374.4004,100,49.552273,3,.50399429,3,.30000001,9.882,14515.73,3718.4351,1369.728,126519,135414.91,32.21759,30.6,169.627,86.587997,13.6,26.666159,74.003906,26.6,7,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25616589,.094361633,256.215,9328.8389,9.5829878,9.1408663,5.5460167,2.6100698,4.3041177,3.2809112,1.9459101,.066190854,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1980,4.79,24.489475,7,6.3089781,9368.6299,100,48.486572,3,,3,.30000001,9.9060001,14695.36,3710.9939,1413.277,142937,152543.59,32.902805,32.299999,165.101,84.083,13,,74.333656,25.799999,6.1999998,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25252828,.096171647,249.18399,10380.392,9.5952873,9.247674,5.5181913,2.5649493,4.3085637,3.2503746,1.8245493,.065543771,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1981,4.6100001,27.288471,7,6.3023953,10700.6,100,47.411797,3,.54934055,2,.30000001,9.8100004,14923.26,3725.54,1454.999,163887,174859.7,33.083771,40.799999,160.651,81.313004,12.6,28.095123,74.663414,23.799999,5.5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24964653,.097498737,241.964,11717.259,9.6106768,9.3688183,5.4887891,2.5336969,4.3129902,3.1696856,1.704748,.065292545,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1982,4.6700001,30.494928,7,7.176332,12013.57,100,47.525265,3,,2,.30000001,10.041,15184.25,3745.4861,1498.7679,183800,178378.91,36.326221,40.799999,157.037,82.146004,12.2,28.479183,74.904877,23.5,5.8000002,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24666916,.098705433,239.18301,11747.627,9.6280136,9.3714066,5.4772291,2.501436,4.3162189,3.1570003,1.7578579,.065362185,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1983,4.6799998,32.640091,7,7.3815999,13517.51,100,47.92778,3,.65452391,4,.30000001,10.454,15393.47,3751.02,1535.76,198838,192658.09,36.758522,56.799999,148.866,79.373001,11.9,,75.146339,20,4.9000001,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24367605,.099766985,228.239,12515.573,9.6416988,9.4347286,5.4303932,2.4765384,4.3194375,2.9957323,1.5892352,.067982525,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1984,4.75,35.755013,5,7.2069035,14924.04,100,47.263271,3,,4,.30000001,10.446,15579.39,3735.8049,1573.786,224064,207534.41,38.092312,59.599998,145.94901,77.796997,11.6,28.804426,75.387802,19.9,5.0999999,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23979148,.10101718,223.746,13321.087,9.6537037,9.4971037,5.4105115,2.4510052,4.3226457,2.9907198,1.6292405,.066606149,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1985,5.02,37.549656,5,7.0010943,16806.74,100,45.461712,3,.66803807,4,.30000001,10.646,15788.31,3725.541,1621.0291,248767,224404.09,38.423847,55.400002,142.19701,78.647003,11.3,29.25181,75.629265,20.4,5.1999998,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23596832,.10267274,220.84401,14213.308,9.6670246,9.5619335,5.3974566,2.4248028,4.3258433,3.0155349,1.6486586,.067560166,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1986,5.3899999,40.465954,5,6.8479252,19059.35,100,43.90202,3,,4,.30000001,10.874,16018.35,3699.5181,1682.111,270433,237200.91,38.114998,55.400002,136.86301,73.684998,11,29.140066,75.870735,19.6,4.5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.230955,.1050115,210.548,14808.074,9.6814899,9.6029282,5.3497138,2.3978953,4.329031,2.9755297,1.5040774,.070477158,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1987,6.6700001,42.585411,5,6.6122184,21076.82,100,42.354877,3,.6635896,4,.30000001,11.004,16263.87,3687.344,1739.287,303971,259170.2,35.690968,56.799999,136.153,73.581001,10.6,29.412632,76.151711,18.299999,4.8000002,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22671996,.10694177,209.73401,15935.334,9.696701,9.6762943,5.34584,2.3608541,4.3327274,2.9069011,1.5686159,.069338262,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1988,8.4099998,45.520401,5,6.1260214,23663.789,100,40.358391,3,,4,.30000001,10.961,16532.16,3699.031,1791.3831,345634,279891.41,34.308197,58.099998,132.62,71.998001,10.2,29.6852,76.432686,18.799999,4.5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2237476,.10835747,204.618,16930.117,9.7130632,9.7368498,5.3211446,2.3223877,4.3364105,2.9338567,1.5040774,.068464875,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1989,6.4299998,49.184464,5,6.121109,26170.42,100,39.355694,3,.65446901,4,.30000001,10.535,16814.42,3724.918,1846.495,388042,296769.5,34.164818,58.099998,130.181,70.170998,9.6999998,30.223217,76.713661,18.299999,5.1999998,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22153117,.10981616,200.35199,17649.701,9.7299919,9.7784739,5.3000755,2.272126,4.3400798,2.9069011,1.6486586,.067442238,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1990,6.3400002,53.411694,5,6.9595971,28307.881,100,39.550896,3,,4,.30000001,10.586,17065.131,3754.9939,1893.381,414431,302158.09,35.751225,54.099998,123.909,66.315002,9.1999998,29.901186,76.994637,15.5,4.5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22003898,.11095028,190.224,17706.17,9.7447929,9.7816687,5.2482023,2.2192035,4.3437357,2.74084,1.5040774,.06830541,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1991,6.4099998,56.115345,5,7.9034648,30039.641,100,39.72879,2,.57952696,4,.30000001,10.472,17284.039,3785.53,1950.715,416437,312448.91,37.761883,52.700001,118.765,65.318001,8.6000004,30.318987,77.275612,13.6,4.0999999,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.21901883,.11286221,184.08301,18077.309,9.7575388,9.802413,5.2153869,2.1517622,4.3473783,2.6100698,1.4109869,.072134897,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1992,6.5500002,58.363323,6,8.1685905,31973.48,100,38.83012,2,,2,.30000001,10.245,17494.66,3816.3369,2003.641,431924,333651.5,37.754696,52.700001,116.619,64.988998,8.1000004,30.736788,77.378052,12.9,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.21814296,.11452872,181.608,19071.619,9.7696514,9.855957,5.2018504,2.0918641,4.3487034,2.5572274,1.3862944,.074025713,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1,1,1993,6.96,59.424217,6,8.4042234,33788.121,100,36.713512,2,.60511911,2,.30000001,10.285,17667.09,3837.5259,2056.3579,454547,353346.59,37.631653,54.099998,112.781,61.612999,7.6999998,31.154589,77.878052,12.2,3.5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.21721324,.11639483,174.394,20000.271,9.779459,9.9035015,5.1613169,2.0412202,4.355144,2.501436,1.2527629,.074333616,.57999998,21.65,0,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
